sector;pregunta;respuesta
Checklist MAITENES 3;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Checklist MAITENES 3;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist MAITENES 3;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;NO
Checklist MAITENES 6;Arco de desinfección cumple a cabalidad con su función;Si
Checklist MAITENES 6;Cámara de fumigación cumple a cabalidad su función;Si
Checklist MAITENES 6;Disponibilidad de canastillo para desinfección de herramientas;NO
Checklist MAITENES 6;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist MAITENES 6;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Checklist MAITENES 6;Ducha en buen estado y operativa con agua caliente;Si
Checklist MAITENES 6;Ausencia de insumos y/o materiales a la interperie;Si
Checklist MAITENES 6;Ausencia de animales silvestres dentro de las instalaciones ;Malo
Checklist MAITENES 6;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Checklist MAITENES 6;Puerta de caseta danesa cerrada;NO
Checklist MAITENES 6;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Checklist MAITENES 6;Pediluvio disponible y operativo;Si
Checklist MAITENES 6;El calzado interno de pabellón se diferencia del calzado de tránsito;NO
Checklist MAITENES 6;Verificación de uso adecuado de banca danesa;Bueno
Checklist MAITENES 6;Portón incubadora cerrado;nan
Checklist MAITENES 6;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist MAITENES 6;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist MAITENES 6;Pediluvio disponible y operativo;nan
Checklist MAITENES 6;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Checklist MAITENES 6;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist MAITENES 6;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Checklist Cande 3;Arco de desinfección cumple a cabalidad con su función;Si
Checklist Cande 3;Cámara de fumigación cumple a cabalidad su función;Si
Checklist Cande 3;Disponibilidad de canastillo para desinfección de herramientas;Si
Checklist Cande 3;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist Cande 3;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Checklist Cande 3;Ducha en buen estado y operativa con agua caliente;Si
Checklist Cande 3;Ausencia de insumos y/o materiales a la interperie;Si
Checklist Cande 3;Ausencia de animales silvestres dentro de las instalaciones ;NO
Checklist Cande 3;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Checklist Cande 3;Puerta de caseta danesa cerrada;Si
Checklist Cande 3;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Checklist Cande 3;Pediluvio disponible y operativo;Si
Checklist Cande 3;El calzado interno de pabellón se diferencia del calzado de tránsito;Si
Checklist Cande 3;Verificación de uso adecuado de banca danesa;Bueno
Checklist Cande 3;Portón incubadora cerrado;nan
Checklist Cande 3;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist Cande 3;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist Cande 3;Pediluvio disponible y operativo;nan
Checklist Cande 3;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Checklist Cande 3;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist Cande 3;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Checklist Sta, Elena 1;Arco de desinfección cumple a cabalidad con su función;Si
Checklist Sta, Elena 1;Cámara de fumigación cumple a cabalidad su función;Si
Checklist Sta, Elena 1;Disponibilidad de canastillo para desinfección de herramientas;Si
Checklist Sta, Elena 1;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist Sta, Elena 1;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Checklist Sta, Elena 1;Ducha en buen estado y operativa con agua caliente;Si
Checklist Sta, Elena 1;Ausencia de insumos y/o materiales a la interperie;Si
Checklist Sta, Elena 1;Ausencia de animales silvestres dentro de las instalaciones ;NO
Checklist Sta, Elena 1;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Checklist Sta, Elena 1;Puerta de caseta danesa cerrada;Si
Checklist Sta, Elena 1;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Checklist Sta, Elena 1;Pediluvio disponible y operativo;Si
Checklist Sta, Elena 1;El calzado interno de pabellón se diferencia del calzado de tránsito;Si
Checklist Sta, Elena 1;Verificación de uso adecuado de banca danesa;Bueno
Checklist Sta, Elena 1;Portón incubadora cerrado;nan
Checklist Sta, Elena 1;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist Sta, Elena 1;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist Sta, Elena 1;Pediluvio disponible y operativo;nan
Checklist Sta, Elena 1;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Checklist Sta, Elena 1;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist Sta, Elena 1;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Checklist Cand 2;Arco de desinfección cumple a cabalidad con su función;Si
Checklist Cand 2;Cámara de fumigación cumple a cabalidad su función;Si
Checklist Cand 2;Disponibilidad de canastillo para desinfección de herramientas;Si
Checklist Cand 2;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist Cand 2;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist Cand 2;Ducha en buen estado y operativa con agua caliente;Si
Checklist Cand 2;Ausencia de insumos y/o materiales a la interperie;Si
Checklist Cand 2;Ausencia de animales silvestres dentro de las instalaciones ;Si
Checklist Cand 2;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Checklist Cand 2;Puerta de caseta danesa cerrada;Si
Checklist Cand 2;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Checklist Cand 2;Pediluvio disponible y operativo;Si
Checklist Cand 2;El calzado interno de pabellón se diferencia del calzado de tránsito;Si
Checklist Cand 2;Verificación de uso adecuado de banca danesa;Si
Checklist Cand 2;Portón incubadora cerrado;nan
Checklist Cand 2;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist Cand 2;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist Cand 2;Pediluvio disponible y operativo;nan
Checklist Cand 2;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Checklist Cand 2;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist Cand 2;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Checklist (G7);Arco de desinfección cumple a cabalidad con su función;Si
Checklist (G7);Cámara de fumigación cumple a cabalidad su función;Si
Checklist (G7);Disponibilidad de canastillo para desinfección de herramientas;Si
Checklist (G7);Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist (G7);Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist (G7);Ducha en buen estado y operativa con agua caliente;Si
Checklist (G7);Ausencia de insumos y/o materiales a la interperie;Si
Checklist (G7);Ausencia de animales silvestres dentro de las instalaciones ;Si
Checklist (G7);Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Checklist (G7);Puerta de caseta danesa cerrada;Si
Checklist (G7);Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Checklist (G7);Pediluvio disponible y operativo;Si
Checklist (G7);El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Checklist (G7);Verificación de uso adecuado de banca danesa;Bueno
Checklist (G7);Portón incubadora cerrado;nan
Checklist (G7);Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist (G7);Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist (G7);Pediluvio disponible y operativo;nan
Checklist (G7);No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Checklist (G7);Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist (G7);Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Checklist Cand 1;Arco de desinfección cumple a cabalidad con su función;Si
Checklist Cand 1;Cámara de fumigación cumple a cabalidad su función;Si
Checklist Cand 1;Disponibilidad de canastillo para desinfección de herramientas;Si
Checklist Cand 1;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist Cand 1;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist Cand 1;Ducha en buen estado y operativa con agua caliente;Si
Checklist Cand 1;Ausencia de insumos y/o materiales a la interperie;Si
Checklist Cand 1;Ausencia de animales silvestres dentro de las instalaciones ;Si
Checklist Cand 1;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Checklist Cand 1;Puerta de caseta danesa cerrada;Si
Checklist Cand 1;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Checklist Cand 1;Pediluvio disponible y operativo;Si
Checklist Cand 1;El calzado interno de pabellón se diferencia del calzado de tránsito;Si
Checklist Cand 1;Verificación de uso adecuado de banca danesa;Si
Checklist Cand 1;Portón incubadora cerrado;nan
Checklist Cand 1;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist Cand 1;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist Cand 1;Pediluvio disponible y operativo;nan
Checklist Cand 1;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Checklist Cand 1;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist Cand 1;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Checklist Cande 6;Arco de desinfección cumple a cabalidad con su función;Si
Checklist Cande 6;Cámara de fumigación cumple a cabalidad su función;Si
Checklist Cande 6;Disponibilidad de canastillo para desinfección de herramientas;Si
Checklist Cande 6;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist Cande 6;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Checklist Cande 6;Ducha en buen estado y operativa con agua caliente;Si
Checklist Cande 6;Ausencia de insumos y/o materiales a la interperie;Si
Checklist Cande 6;Ausencia de animales silvestres dentro de las instalaciones ;NO
Checklist Cande 6;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Checklist Cande 6;Puerta de caseta danesa cerrada;Si
Checklist Cande 6;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Checklist Cande 6;Pediluvio disponible y operativo;Si
Checklist Cande 6;El calzado interno de pabellón se diferencia del calzado de tránsito;Si
Checklist Cande 6;Verificación de uso adecuado de banca danesa;Bueno
Checklist Cande 6;Portón incubadora cerrado;nan
Checklist Cande 6;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist Cande 6;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist Cande 6;Pediluvio disponible y operativo;nan
Checklist Cande 6;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Checklist Cande 6;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist Cande 6;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Checklist Cand 8;Arco de desinfección cumple a cabalidad con su función;Si
Checklist Cand 8;Cámara de fumigación cumple a cabalidad su función;Si
Checklist Cand 8;Disponibilidad de canastillo para desinfección de herramientas;Si
Checklist Cand 8;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist Cand 8;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist Cand 8;Ducha en buen estado y operativa con agua caliente;Si
Checklist Cand 8;Ausencia de insumos y/o materiales a la interperie;Si
Checklist Cand 8;Ausencia de animales silvestres dentro de las instalaciones ;Si
Checklist Cand 8;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Checklist Cand 8;Puerta de caseta danesa cerrada;Si
Checklist Cand 8;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Checklist Cand 8;Pediluvio disponible y operativo;Si
Checklist Cand 8;El calzado interno de pabellón se diferencia del calzado de tránsito;Si
Checklist Cand 8;Verificación de uso adecuado de banca danesa;Si
Checklist Cand 8;Portón incubadora cerrado;nan
Checklist Cand 8;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist Cand 8;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist Cand 8;Pediluvio disponible y operativo;nan
Checklist Cand 8;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Checklist Cand 8;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist Cand 8;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
